41 0.0291562
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
0.603838 0.379055 0.400438
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
-1.#IND -1.#IND -1.#IND
0.410268 0.42503 0.427877
0.579676 0.446815 0.441633
0.37463 0.343912 0.45022
0.491638 0.452264 0.45398
0.524649 0.424841 0.451599
0.449111 0.328832 0.472745
0.478624 0.340486 0.455189
0.527223 0.362742 0.452504
0.657709 0.496309 0.500233
0.712648 0.462464 0.471341
0.471568 0.383021 0.424506
0.528208 0.331705 0.419531
0.630346 0.416026 0.42981
0.613917 0.33863 0.45043
0.409271 0.545076 0.528462
0.478584 0.397165 0.549925
0.537819 0.378666 0.544096
0.585533 0.49412 0.568249
0.507016 0.352875 0.475481
0.560382 0.504785 0.518184
0.635756 0.546647 0.492743
